full_scorecard,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
https://stats.espncricinfo.com/ci/engine/match/829785.html,Royal Challengers Bangalore,Kings XI Punjab,226.0,88.0,Kings XI Punjab,Field,RCB,138 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/829787.html,Sunrisers Hyderabad,Rajasthan Royals,201.0,194.0,Rajasthan Royals,Field,Sunrisers,7 runs,Eoin Morgan,Brabourne Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/829761.html,Kolkata Knight Riders,Delhi Daredevils,171.0,158.0,Kolkata Knight Riders,Bat,KKR,13 runs,Piyush Chawla,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/829789.html,Chennai Super Kings,Mumbai Indians,158.0,159.0,Chennai Super Kings,Bat,Mumbai,6 wickets,Hardik Pandya,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/829791.html,Kings XI Punjab,Kolkata Knight Riders,183.0,184.0,Kings XI Punjab,Bat,KKR,1 wicket,Andre Russell,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/829793.html,Sunrisers Hyderabad,Delhi Daredevils,163.0,157.0,Sunrisers Hyderabad,Bat,Sunrisers,6 runs,Moises Henriques,Shaheed Veer Narayan Singh International Stadium,Raipur
https://stats.espncricinfo.com/ci/engine/match/829795.html,Royal Challengers Bangalore,Mumbai Indians,235.0,196.0,Royal Challengers Bangalore,Bat,RCB,39 runs,AB de Villiers,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/829797.html,Chennai Super Kings,Rajasthan Royals,157.0,145.0,Chennai Super Kings,Bat,Super,12 runs,Ravindra Jadeja,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/829799.html,Sunrisers Hyderabad,Kings XI Punjab,185.0,180.0,Sunrisers Hyderabad,Bat,Sunrisers,5 runs,David Warner,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/829801.html,Chennai Super Kings,Delhi Daredevils,119.0,120.0,Chennai Super Kings,Bat,Daredevils,6 wickets,Zaheer Khan,Shaheed Veer Narayan Singh International Stadium,Raipur
https://stats.espncricinfo.com/ci/engine/match/829803.html,Kings XI Punjab,Royal Challengers Bangalore,,84.0,Royal Challengers Bangalore,Field,Kings,22 runs,Axar Patel,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/829805.html,Mumbai Indians,Kolkata Knight Riders,171.0,166.0,Kolkata Knight Riders,Field,Mumbai,5 runs,Hardik Pandya,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/829807.html,Sunrisers Hyderabad,Royal Challengers Bangalore,,83.0,Sunrisers Hyderabad,Bat,RCB,6 wickets,Virat Kohli,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/829809.html,Kings XI Punjab,Chennai Super Kings,130.0,134.0,Kings XI Punjab,Bat,Super,7 wickets,Pawan Negi,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/829811.html,Rajasthan Royals,Kolkata Knight Riders,199.0,190.0,Rajasthan Royals,Bat,Royals,9 runs,Shane Watson,Brabourne Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/829813.html,Delhi Daredevils,Royal Challengers Bangalore,187.0,2.0,Royal Challengers Bangalore,Field,No,No result,"16.00 start, First Session 16.00-17.30, Interval 17.30-17.50, Second Session 17.50-19.20",M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/829815.html,Sunrisers Hyderabad,Mumbai Indians,113.0,114.0,Sunrisers Hyderabad,Bat,Mumbai,9 wickets,Mitchell McClenaghan,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/829817.html,Mumbai Indians,Chennai Super Kings,187.0,162.0,Mumbai Indians,Bat,Mumbai,25 runs,Kieron Pollard,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/829819.html,Royal Challengers Bangalore,Rajasthan Royals,180.0,109.0,Royal Challengers Bangalore,Bat,RCB,71 runs,AB de Villiers,Maharashtra Cricket Association Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/829821.html,Royal Challengers Bangalore,Chennai Super Kings,139.0,140.0,Chennai Super Kings,Field,Super,3 wickets,Ashish Nehra,JSCA International Stadium Complex,Ranchi
https://stats.espncricinfo.com/ci/engine/match/829823.html,Mumbai Indians,Chennai Super Kings,202.0,161.0,Chennai Super Kings,Field,Mumbai,41 runs,Rohit Sharma,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/729279.html,Kolkata Knight Riders,Mumbai Indians,163.0,122.0,Kolkata Knight Riders,Bat,KKR,41 runs,Jacques Kallis,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729281.html,Delhi Daredevils,Royal Challengers Bangalore,145.0,146.0,Royal Challengers Bangalore,Field,RCB,8 wickets,Yuzvendra Chahal,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729283.html,Chennai Super Kings,Kings XI Punjab,205.0,206.0,Chennai Super Kings,Bat,Kings,6 wickets,Glenn Maxwell,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729285.html,Sunrisers Hyderabad,Rajasthan Royals,133.0,135.0,Rajasthan Royals,Field,Royals,4 wickets,Ajinkya Rahane,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729287.html,Mumbai Indians,Royal Challengers Bangalore,115.0,116.0,Royal Challengers Bangalore,Field,RCB,7 wickets,Parthiv Patel,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729289.html,Kolkata Knight Riders,Delhi Daredevils,166.0,167.0,Kolkata Knight Riders,Bat,Daredevils,4 wickets,Jean-Paul Duminy,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729291.html,Rajasthan Royals,Kings XI Punjab,191.0,193.0,Kings XI Punjab,Field,Kings,7 wickets,Glenn Maxwell,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729293.html,Chennai Super Kings,Delhi Daredevils,177.0,84.0,Chennai Super Kings,Bat,Super,93 runs,Suresh Raina,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729295.html,Kings XI Punjab,Sunrisers Hyderabad,193.0,121.0,Sunrisers Hyderabad,Field,Kings,72 runs,Glenn Maxwell,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729297.html,Chennai Super Kings,Rajasthan Royals,140.0,133.0,Rajasthan Royals,Field,Super,7 runs,Ravindra Jadeja,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729299.html,Kolkata Knight Riders,Royal Challengers Bangalore,150.0,148.0,Royal Challengers Bangalore,Field,KKR,2 runs,Chris Lynn,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729301.html,Sunrisers Hyderabad,Delhi Daredevils,184.0,180.0,Sunrisers Hyderabad,Bat,Sunrisers,4 runs,Aaron Finch,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729303.html,Mumbai Indians,Chennai Super Kings,141.0,142.0,Mumbai Indians,Bat,Super,7 wickets,Mohit Sharma,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729305.html,Royal Challengers Bangalore,Rajasthan Royals,70.0,71.0,Rajasthan Royals,Field,Royals,6 wickets,Pravin Tambe,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729307.html,Kings XI Punjab,Kolkata Knight Riders,132.0,109.0,Kolkata Knight Riders,Field,Kings,23 runs,Sandeep Sharma,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729309.html,Mumbai Indians,Delhi Daredevils,125.0,126.0,Mumbai Indians,Bat,Daredevils,6 wickets,Murali Vijay,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729311.html,Sunrisers Hyderabad,Chennai Super Kings,145.0,146.0,Sunrisers Hyderabad,Bat,Super,5 wickets,Dwayne Smith,Sharjah Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729313.html,Royal Challengers Bangalore,Kings XI Punjab,124.0,127.0,Kings XI Punjab,Field,Kings,5 wickets,Sandeep Sharma,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/729315.html,Rajasthan Royals,Kolkata Knight Riders,152.0,152.0,Rajasthan Royals,Bat,Tied,Tied,James Faulkner,Sheikh Zayed Stadium,Abu Dhabi
https://stats.espncricinfo.com/ci/engine/match/729317.html,Sunrisers Hyderabad,Mumbai Indians,172.0,157.0,Mumbai Indians,Field,Sunrisers,15 runs,Bhuvneshwar Kumar,Dubai International Cricket Stadium,
https://stats.espncricinfo.com/ci/engine/match/733971.html,Chennai Super Kings,Kolkata Knight Riders,,114.0,Chennai Super Kings,Bat,Super,34 runs,Ravindra Jadeja,JSCA International Stadium Complex,Ranchi
https://stats.espncricinfo.com/ci/engine/match/733973.html,Kings XI Punjab,Mumbai Indians,168.0,170.0,Kings XI Punjab,Bat,Mumbai,5 wickets,Corey Anderson,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/733975.html,Delhi Daredevils,Rajasthan Royals,152.0,156.0,Rajasthan Royals,Field,Royals,7 wickets,Karun Nair,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/733977.html,Sunrisers Hyderabad,Royal Challengers Bangalore,155.0,158.0,Royal Challengers Bangalore,Field,RCB,4 wickets,AB de Villiers,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/733979.html,Rajasthan Royals,Kolkata Knight Riders,170.0,160.0,Kolkata Knight Riders,Field,Royals,10 runs,Pravin Tambe,Sardar Patel Stadium,Motera
https://stats.espncricinfo.com/ci/engine/match/733981.html,Delhi Daredevils,Chennai Super Kings,178.0,181.0,Chennai Super Kings,Field,Super,8 wickets,Dwayne Smith,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/733983.html,Mumbai Indians,Royal Challengers Bangalore,187.0,168.0,Royal Challengers Bangalore,Field,Mumbai,19 runs,Rohit Sharma,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/733985.html,Delhi Daredevils,Kolkata Knight Riders,160.0,161.0,Delhi Daredevils,Bat,KKR,8 wickets,Gautam Gambhir,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/733987.html,Kings XI Punjab,Chennai Super Kings,231.0,187.0,Chennai Super Kings,Field,Kings,44 runs,Glenn Maxwell,Barabati Stadium,Cuttack
https://stats.espncricinfo.com/ci/engine/match/733989.html,Sunrisers Hyderabad,Rajasthan Royals,134.0,102.0,Rajasthan Royals,Field,Sunrisers,32 runs,Bhuvneshwar Kumar,Sardar Patel Stadium,Motera
https://stats.espncricinfo.com/ci/engine/match/733991.html,Kings XI Punjab,Royal Challengers Bangalore,198.0,166.0,Royal Challengers Bangalore,Field,Kings,32 runs,Sandeep Sharma,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/733993.html,Delhi Daredevils,Sunrisers Hyderabad,143.0,44.0,Sunrisers Hyderabad,Field,Sunrisers,8 wickets,Dale Steyn,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/733995.html,Mumbai Indians,Chennai Super Kings,157.0,160.0,Chennai Super Kings,Field,Super,4 wickets,Dwayne Smith,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/733997.html,Kings XI Punjab,Kolkata Knight Riders,149.0,150.0,Kolkata Knight Riders,Field,KKR,9 wickets,Gautam Gambhir,Barabati Stadium,Cuttack
https://stats.espncricinfo.com/ci/engine/match/733999.html,Royal Challengers Bangalore,Rajasthan Royals,190.0,191.0,Royal Challengers Bangalore,Bat,Royals,5 wickets,James Faulkner,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/734001.html,Sunrisers Hyderabad,Mumbai Indians,157.0,160.0,Sunrisers Hyderabad,Bat,Mumbai,7 wickets,Ambati Rayudu,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/734003.html,Rajasthan Royals,Chennai Super Kings,148.0,149.0,Rajasthan Royals,Bat,Super,5 wickets,Ravindra Jadeja,JSCA International Stadium Complex,Ranchi
https://stats.espncricinfo.com/ci/engine/match/734005.html,Royal Challengers Bangalore,Delhi Daredevils,186.0,170.0,Delhi Daredevils,Field,RCB,16 runs,Yuvraj Singh,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/734007.html,Sunrisers Hyderabad,Kings XI Punjab,205.0,211.0,Kings XI Punjab,Field,Kings,6 wickets,Wriddhiman Saha,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/734009.html,Mumbai Indians,Kolkata Knight Riders,141.0,142.0,Kolkata Knight Riders,Field,KKR,6 wickets,Robin Uthappa,Barabati Stadium,Cuttack
https://stats.espncricinfo.com/ci/engine/match/734011.html,Rajasthan Royals,Delhi Daredevils,201.0,139.0,Delhi Daredevils,Field,Royals,62 runs,Ajinkya Rahane,Sardar Patel Stadium,Motera
https://stats.espncricinfo.com/ci/engine/match/734013.html,Chennai Super Kings,Royal Challengers Bangalore,138.0,142.0,Chennai Super Kings,Bat,RCB,5 wickets,AB de Villiers,JSCA International Stadium Complex,Ranchi
https://stats.espncricinfo.com/ci/engine/match/734015.html,Sunrisers Hyderabad,Kolkata Knight Riders,142.0,146.0,Sunrisers Hyderabad,Bat,KKR,7 wickets,Umesh Yadav,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/734017.html,Mumbai Indians,Rajasthan Royals,178.0,153.0,Mumbai Indians,Bat,Mumbai,25 runs,Michael Hussey,Sardar Patel Stadium,Motera
https://stats.espncricinfo.com/ci/engine/match/734019.html,Delhi Daredevils,Kings XI Punjab,164.0,165.0,Kings XI Punjab,Field,Kings,4 wickets,Axar Patel,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/734021.html,Royal Challengers Bangalore,Sunrisers Hyderabad,160.0,161.0,Royal Challengers Bangalore,Bat,Sunrisers,7 wickets,David Warner,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/734023.html,Chennai Super Kings,Kolkata Knight Riders,154.0,156.0,Kolkata Knight Riders,Field,KKR,8 wickets,Robin Uthappa,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/734025.html,Kings XI Punjab,Mumbai Indians,156.0,159.0,Mumbai Indians,Field,Mumbai,7 wickets,Lendl Simmons,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/734027.html,Kolkata Knight Riders,Royal Challengers Bangalore,195.0,165.0,Royal Challengers Bangalore,Field,KKR,30 runs,Robin Uthappa,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/734029.html,Chennai Super Kings,Sunrisers Hyderabad,185.0,189.0,Sunrisers Hyderabad,Field,Sunrisers,6 wickets,David Warner,JSCA International Stadium Complex,Ranchi
https://stats.espncricinfo.com/ci/engine/match/734031.html,Mumbai Indians,Delhi Daredevils,173.0,158.0,Delhi Daredevils,Field,Mumbai,15 runs,Michael Hussey,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/734033.html,Kings XI Punjab,Rajasthan Royals,179.0,163.0,Rajasthan Royals,Field,Kings,16 runs,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/734035.html,Royal Challengers Bangalore,Chennai Super Kings,154.0,160.0,Chennai Super Kings,Field,Super,8 wickets,MS Dhoni,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/734037.html,Sunrisers Hyderabad,Kolkata Knight Riders,160.0,161.0,Kolkata Knight Riders,Field,KKR,4 wickets,Yusuf Pathan,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/734039.html,Delhi Daredevils,Kings XI Punjab,115.0,119.0,Kings XI Punjab,Field,Kings,7 wickets,Manan Vohra,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/734041.html,Rajasthan Royals,Mumbai Indians,189.0,195.0,Mumbai Indians,Field,Mumbai,5 wickets,Corey Anderson,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/734043.html,Kolkata Knight Riders,Kings XI Punjab,163.0,135.0,Kings XI Punjab,Field,KKR,28 runs,Umesh Yadav,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/734045.html,Mumbai Indians,Chennai Super Kings,173.0,176.0,Chennai Super Kings,Field,Super,7 wickets,Suresh Raina,Brabourne Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/734047.html,Kings XI Punjab,Chennai Super Kings,226.0,202.0,Chennai Super Kings,Field,Kings,24 runs,Virender Sehwag,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/734049.html,Kings XI Punjab,Kolkata Knight Riders,199.0,200.0,Kolkata Knight Riders,Field,KKR,3 wickets,Manish Pandey,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/597998.html,Delhi Daredevils,Kolkata Knight Riders,128.0,129.0,Kolkata Knight Riders,Field,KKR,6 wickets,Sunil Narine,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/597999.html,Royal Challengers Bangalore,Mumbai Indians,156.0,154.0,Mumbai Indians,Field,RCB,2 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598000.html,Sunrisers Hyderabad,Pune Warriors,126.0,104.0,Pune Warriors,Field,Sunrisers,22 runs,Amit Mishra,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/598001.html,Rajasthan Royals,Delhi Daredevils,165.0,160.0,Rajasthan Royals,Bat,Royals,5 runs,Rahul Dravid,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/598002.html,Mumbai Indians,Chennai Super Kings,148.0,139.0,Mumbai Indians,Bat,Mumbai,9 runs,Kieron Pollard,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598003.html,Pune Warriors,Kings XI Punjab,99.0,100.0,Pune Warriors,Bat,Kings,8 wickets,Manan Vohra,Subrata Roy Sahara Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/598004.html,Royal Challengers Bangalore,Sunrisers Hyderabad,130.0,130.0,Royal Challengers Bangalore,Bat,Tied,Tied,Hanuma Vihari,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/598005.html,Rajasthan Royals,Kolkata Knight Riders,144.0,125.0,Kolkata Knight Riders,Field,Royals,19 runs,Siddharth Trivedi,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/598048.html,Sunrisers Hyderabad,Royal Challengers Bangalore,161.0,162.0,Sunrisers Hyderabad,Bat,RCB,7 wickets,Virat Kohli,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598006.html,Mumbai Indians,Delhi Daredevils,209.0,165.0,Mumbai Indians,Bat,Mumbai,44 runs,Dinesh Karthik,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/598007.html,Kings XI Punjab,Chennai Super Kings,138.0,139.0,Chennai Super Kings,Field,Super,10 wickets,Michael Hussey,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/598008.html,Kolkata Knight Riders,Royal Challengers Bangalore,154.0,158.0,Royal Challengers Bangalore,Field,RCB,8 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598009.html,Rajasthan Royals,Pune Warriors,145.0,148.0,Rajasthan Royals,Bat,Warriors,7 wickets,Aaron Finch,Subrata Roy Sahara Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/598010.html,Delhi Daredevils,Sunrisers Hyderabad,114.0,115.0,Delhi Daredevils,Bat,Sunrisers,3 wickets,Amit Mishra,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/598011.html,Mumbai Indians,Pune Warriors,183.0,142.0,Mumbai Indians,Bat,Mumbai,41 runs,Rohit Sharma,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/598012.html,Royal Challengers Bangalore,Chennai Super Kings,165.0,166.0,Chennai Super Kings,Field,Super,4 wickets,Ravindra Jadeja,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598013.html,Kolkata Knight Riders,Sunrisers Hyderabad,180.0,132.0,Kolkata Knight Riders,Bat,KKR,48 runs,Gautam Gambhir,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/598014.html,Kings XI Punjab,Rajasthan Royals,124.0,126.0,Rajasthan Royals,Field,Royals,6 wickets,James Faulkner,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/598015.html,Pune Warriors,Chennai Super Kings,159.0,135.0,Pune Warriors,Bat,Warriors,24 runs,Steven Smith,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598016.html,Kings XI Punjab,Kolkata Knight Riders,157.0,153.0,Kolkata Knight Riders,Field,Kings,4 runs,Manpreet Gony,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/598017.html,Delhi Daredevils,Royal Challengers Bangalore,152.0,152.0,Royal Challengers Bangalore,Field,Tied,Tied,Virat Kohli,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598018.html,Sunrisers Hyderabad,Pune Warriors,119.0,108.0,Pune Warriors,Field,Sunrisers,11 runs,Amit Mishra,Subrata Roy Sahara Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/598019.html,Rajasthan Royals,Mumbai Indians,179.0,92.0,Rajasthan Royals,Bat,Royals,87 runs,Ajinkya Rahane,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/598020.html,Chennai Super Kings,Delhi Daredevils,169.0,83.0,Chennai Super Kings,Bat,Super,86 runs,Michael Hussey,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/598021.html,Kings XI Punjab,Sunrisers Hyderabad,123.0,127.0,Kings XI Punjab,Bat,Sunrisers,5 wickets,Hanuma Vihari,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/598022.html,Kolkata Knight Riders,Chennai Super Kings,119.0,124.0,Kolkata Knight Riders,Bat,Super,4 wickets,Ravindra Jadeja,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/598023.html,Rajasthan Royals,Royal Challengers Bangalore,117.0,123.0,Royal Challengers Bangalore,Field,RCB,7 wickets,Vinay Kumar,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598024.html,Mumbai Indians,Delhi Daredevils,161.0,165.0,Mumbai Indians,Bat,Daredevils,9 wickets,Virender Sehwag,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/598025.html,Pune Warriors,Kings XI Punjab,185.0,186.0,Kings XI Punjab,Field,Kings,7 wickets,David Miller,Punjab Cricket Association Stadium,Mohali
https://stats.espncricinfo.com/ci/engine/match/598026.html,Rajasthan Royals,Chennai Super Kings,185.0,186.0,Rajasthan Royals,Bat,Super,5 wickets,Michael Hussey,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598027.html,Royal Challengers Bangalore,Pune Warriors,263.0,133.0,Pune Warriors,Field,RCB,130 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
https://stats.espncricinfo.com/ci/engine/match/598059.html,Delhi Daredevils,Kings XI Punjab,120.0,121.0,Kings XI Punjab,Field,Kings,5 wickets,Harmeet Singh,Feroz Shah Kotla,Delhi
https://stats.espncricinfo.com/ci/engine/match/598029.html,Kolkata Knight Riders,Mumbai Indians,159.0,162.0,Kolkata Knight Riders,Bat,Mumbai,5 wickets,Dwayne Smith,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/598030.html,Sunrisers Hyderabad,Chennai Super Kings,159.0,160.0,Sunrisers Hyderabad,Bat,Super,5 wickets,MS Dhoni,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598031.html,Kings XI Punjab,Kolkata Knight Riders,149.0,150.0,Kings XI Punjab,Bat,KKR,6 wickets,Jacques Kallis,Eden Gardens,Kolkata
https://stats.espncricinfo.com/ci/engine/match/598032.html,Sunrisers Hyderabad,Rajasthan Royals,144.0,146.0,Sunrisers Hyderabad,Bat,Royals,8 wickets,James Faulkner,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/598033.html,Mumbai Indians,Royal Challengers Bangalore,194.0,136.0,Mumbai Indians,Bat,Mumbai,58 runs,Dwayne Smith,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/598034.html,Chennai Super Kings,Kolkata Knight Riders,200.0,186.0,Kolkata Knight Riders,Field,Super,14 runs,Michael Hussey,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598035.html,Delhi Daredevils,Pune Warriors,164.0,149.0,Pune Warriors,Field,Daredevils,15 runs,David Warner,Shaheed Veer Narayan Singh International Stadium,Raipur
https://stats.espncricinfo.com/ci/engine/match/598036.html,Royal Challengers Bangalore,Rajasthan Royals,171.0,173.0,Rajasthan Royals,Field,Royals,4 wickets,Sanju Samson,Sawai Mansingh Stadium,Jaipur
https://stats.espncricinfo.com/ci/engine/match/598037.html,Mumbai Indians,Kings XI Punjab,174.0,170.0,Mumbai Indians,Bat,Mumbai,4 runs,Rohit Sharma,Wankhede Stadium,Mumbai
https://stats.espncricinfo.com/ci/engine/match/598038.html,Chennai Super Kings,Pune Warriors,164.0,127.0,Chennai Super Kings,Bat,Super,37 runs,MS Dhoni,Subrata Roy Sahara Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/598039.html,Mumbai Indians,Sunrisers Hyderabad,129.0,130.0,Mumbai Indians,Bat,Sunrisers,7 wickets,Ishant Sharma,Rajiv Gandhi International Stadium,Uppal
https://stats.espncricinfo.com/ci/engine/match/598040.html,Kolkata Knight Riders,Delhi Daredevils,136.0,137.0,Kolkata Knight Riders,Bat,Daredevils,7 wickets,David Warner,Shaheed Veer Narayan Singh International Stadium,Raipur
https://stats.espncricinfo.com/ci/engine/match/598041.html,Chennai Super Kings,Kings XI Punjab,186.0,171.0,Chennai Super Kings,Bat,Super,15 runs,Suresh Raina,MA Chidambaram Stadium,Chepauk
https://stats.espncricinfo.com/ci/engine/match/598042.html,Royal Challengers Bangalore,Pune Warriors,187.0,170.0,Royal Challengers Bangalore,Bat,RCB,17 runs,AB de Villiers,Subrata Roy Sahara Stadium,Pune
https://stats.espncricinfo.com/ci/engine/match/598043.html,Rajasthan Royals,Kolkata Knight Riders,132.0,133.0,Rajasthan Royals,Bat,KKR,8 wickets,Yusuf Pathan,Eden Gardens,Kolkata
